step,algo,q_type,exp_type,env_action,reference_action,alt_action,match,summary,reward_resource,reward_network,reward_security,best_q,alt_q,delta,q_a0_scalar,q_a1_scalar,q_a2_scalar,q_a3_scalar,q_a4_scalar,q_a5_scalar,q_a6_scalar,q_a7_scalar,q_a8_scalar,q_a9_scalar,q_a10_scalar,q_a11_scalar,feat_vim0_cpu,feat_vim0_ram,feat_vim1_cpu,feat_vim1_ram,feat_max_apt_score,feat_mean_apt_score,feat_max_dataleak_score,feat_mean_dataleak_score,feat_max_dos_score,feat_mean_dos_score,feat_mean_security_penalty,feat_max_security_penalty,feat_security_penalty_cumul,feat_mean_network_penalty,feat_max_network_penalty,feat_mean_mtd_overhead,feat_min_remaining_mig,feat_mean_remaining_mig,feat_min_remaining_reinst,feat_mean_remaining_reinst,feat_total_ues,feat_nb_resources
66,DQN,Scalar,SingleObjective_RDX,2,9,9,0,Action 2 was executed; the highest-Q action (action 9) was not chosen (possible cause: exploration or policy not converged). Q-value of action 2 vs highest-Q action (action 9): -76.4166. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.119734256,-0.071242917,-18.09126765,-39.91817856,36.49842834472656,-76.41661072,-49.7626152,16.65683937072754,-39.91817856,11.254175186157227,28.19110870361328,-10.10754395,-23.78078842,-13.37688637,-6.488148212,36.49842834472656,35.44484329223633,-12.25340557,22,188.5,18,102.625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7988955974578857,4.578125,184.7304688,0.7808766961097717,5.4140625,0.081978932,140,275,0,1024.5714111328125,34,7
67,DQN,Scalar,SingleObjective_RDX,2,10,10,0,Action 2 was executed; the highest-Q action (action 10) was not chosen (possible cause: exploration or policy not converged). Q-value of action 2 vs highest-Q action (action 10): -75.8778. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-20.06165809,-20.23054665,-39.59224862,-40.72819138,35.14958953857422,-75.8777771,-49.92635345,15.183231353759766,-40.72819138,10.539033889770508,28.499208450317383,-10.54638958,-24.21689224,-12.65308285,-6.147652149,34.74138641357422,35.14958953857422,-13.88425827,22,188.5,16,100.5625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7988955974578857,4.578125,187.5292969,0.009589876,0.013153076,0.081978932,140,275,0,1024.4285888671875,36,7
68,DQN,Scalar,SingleObjective_RDX,10,10,9,1,Action 10 was executed and is the highest-Q action (action 10). Q-value vs next-best action 9: +0.2647. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.119734256,-0.06937137,-18.09247885,35.44590377807617,35.18115997314453,0.2647438049316406,-49.90594482,15.359506607055664,-40.22894669,10.732117652893066,28.495708465576172,-10.64594173,-24.22501945,-12.42112446,-6.540437222,35.18115997314453,35.44590377807617,-12.85899067,22,188.5,18,102.625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7988955974578857,4.578125,190.328125,0.03627532,0.200317383,0.081978932,140,275,0,1024.4285888671875,36,7
69,DQN,Scalar,SingleObjective_RDX,2,9,9,0,Action 2 was executed; the highest-Q action (action 9) was not chosen (possible cause: exploration or policy not converged). Q-value of action 2 vs highest-Q action (action 9): -75.3848. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-20,-21.87526462,-39.59345988,-39.47729492,35.90745162963867,-75.38475037,-50.23332596,15.007644653320312,-39.47729492,10.890029907226562,27.391721725463867,-10.56421089,-24.36976051,-12.48072815,-7.031369686,35.90745162963867,35.30806350708008,-12.07881927,22,188.5,18,102.625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7988955974578857,4.578125,193.1269531,0.009329115,0.012535095,0.081978932,139,274.8571472167969,0,1024.4285888671875,37,7
70,DQN,Scalar,SingleObjective_RDX,8,9,9,0,Action 8 was executed; the highest-Q action (action 9) was not chosen (possible cause: exploration or policy not converged). Q-value of action 8 vs highest-Q action (action 9): -43.3604. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.120383817,-0.071924564,-18.09283501,-6.851716518,36.50872039794922,-43.36043549,-49.78211975,16.313880920410156,-39.16904068,11.344951629638672,28.128808975219727,-10.427351,-24.00799179,-12.76563263,-6.851716518,36.50872039794922,35.89468765258789,-11.29907799,20,186.5,22,106.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7988955974578857,4.578125,195.9257813,0.7883322834968567,5.4140625,0.081978932,139,274.8571472167969,0,1024.4285888671875,37,7
71,DQN,Scalar,SingleObjective_RDX,6,10,10,0,Action 6 was executed; the highest-Q action (action 10) was not chosen (possible cause: exploration or policy not converged). Q-value of action 6 vs highest-Q action (action 10): -62.9259. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.175236786,-0.071688286,-18.09381605,-24.72763443,38.19827651977539,-62.92591095,-48.26688004,16.709909439086914,-39.98293686,9.880171775817871,29.886049270629883,-10.6520195,-24.72763443,-13.71223354,-6.333455563,36.727264404296875,38.19827651977539,-9.936746597,20,186.5,18,98.625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7988955974578857,4.578125,198.7246094,0.009684972,0.013244629,0.081978932,139,274.8571472167969,0,1024.2857666015625,38,7
72,DQN,Scalar,SingleObjective_RDX,3,10,10,0,Action 3 was executed; the highest-Q action (action 10) was not chosen (possible cause: exploration or policy not converged). Q-value of action 3 vs highest-Q action (action 10): -26.8340. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.175236786,-0.115215928,-18.09479714,10.473586082458496,37.30759048461914,-26.83400345,-48.69737244,16.701383590698242,-40.04580688,10.473586082458496,29.13892936706543,-10.54828644,-24.39615059,-13.83804607,-6.330071926,36.48986053466797,37.30759048461914,-10.71992302,18,184.5,18,98.625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7988955974578857,4.578125,201.5234375,0.009652002,0.013076782,0.081978932,139,274.8571472167969,0,1024.142822265625,38,7
73,DQN,Scalar,SingleObjective_RDX,4,10,10,0,Action 4 was executed; the highest-Q action (action 10) was not chosen (possible cause: exploration or policy not converged). Q-value of action 4 vs highest-Q action (action 10): -10.0982. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-20.06165809,-20.11655904,-39.59577828,29.27519989013672,39.37343215942383,-10.09823227,-48.72177887,15.987632751464844,-39.60639572,9.244976043701172,29.27519989013672,-9.498677254,-24.94742393,-14.24964237,-6.898984432,37.7956543,39.37343215942383,-9.794458389,18,184.5,18,98.625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7991747856140137,4.578125,204.3222656,0.016669681295752525,0.062408447,0.081978932,139,274.71429443359375,0,1024.142822265625,37,7
74,DQN,Scalar,SingleObjective_RDX,9,10,10,0,Action 9 was executed; the highest-Q action (action 10) was not chosen (possible cause: exploration or policy not converged). Q-value of action 9 vs highest-Q action (action 10): -0.3582. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.061658095,-0.234422478,-18.09073969,37.10241699,37.46062469482422,-0.358207703,-49.59145355,15.949554443359375,-39.22765732,10.522433280944824,28.287586212158203,-9.957164764,-24.3847332,-13.37170506,-7.011912346,37.10241699,37.46062469482422,-10.66161156,18,184.5,22,106.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7994537353515625,4.578125,207.1210938,0.016855239868164062,0.06161499,0.081978932,139,274.71429443359375,0,1024.142822265625,38,7
75,DQN,Scalar,SingleObjective_RDX,5,9,9,0,Action 5 was executed; the highest-Q action (action 9) was not chosen (possible cause: exploration or policy not converged). Q-value of action 5 vs highest-Q action (action 9): -46.0131. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.119734256,-1.868199639,-18.09172063,-10.65859413,35.354515075683594,-46.0131073,-49.41336823,16.733970642089844,-39.54339981,14.149452209472656,27.349990844726562,-10.65859413,-23.72602081,-12.38731098,-9.221245766,35.354515075683594,32.900211334228516,-8.292061806,18,184.5,24,108.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798616647720337,4.578125,209.9199219,0.036786761,0.190795898,0.081978932,139,274.5714416503906,0,1024.142822265625,38,7
76,DQN,Scalar,SingleObjective_RDX,10,9,9,0,Action 10 was executed; the highest-Q action (action 9) was not chosen (possible cause: exploration or policy not converged). Q-value of action 10 vs highest-Q action (action 9): -2.2872. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.119734256,-1.896256547,-18.09119993,33.493160247802734,35.780311584472656,-2.287151337,-49.65214539,16.78942299,-40.2756958,13.592857360839844,27.206323623657227,-10.27634048,-23.86700058,-12.93716908,-8.167917252,35.780311584472656,33.493160247802734,-9.775996208,18,184.5,22,106.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7991747856140137,4.58203125,212.71875,0.7815118432044983,5.41015625,0.081978932,139,274.4285583496094,0,1024.142822265625,38,7
77,DQN,Scalar,SingleObjective_RDX,11,9,9,0,Action 11 was executed; the highest-Q action (action 9) was not chosen (possible cause: exploration or policy not converged). Q-value of action 11 vs highest-Q action (action 9): -47.0157. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.175236786,-2.474633277,-18.08782069,-10.01361561,37.00212860107422,-47.01574326,-50.43546295,15.323351860046387,-38.57985687,12.658754348754883,25.71851921081543,-10.35181999,-24.56077003,-12.46269989,-8.387686729,37.00212860107422,33.774898529052734,-10.01361561,20,186.5,22,106.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7991747856140137,4.58203125,215.5175781,0.8080435991287231,5.41015625,0.081978932,138,274.28570556640625,0,1024.142822265625,38,7
78,DQN,Scalar,SingleObjective_RDX,3,9,9,0,Action 3 was executed; the highest-Q action (action 9) was not chosen (possible cause: exploration or policy not converged). Q-value of action 3 vs highest-Q action (action 9): -25.6079. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.227236725,-2.474410711,-18.0888015,11.605119705200195,37.21300506591797,-25.60788536,-50.22580338,15.884876251220703,-39.69041061,11.605119705200195,28.755094528198242,-11.25452518,-24.85837364,-14.08487415,-7.912502289,37.21300506591797,35.80368423461914,-10.38872337,22,188.5,20,104.6875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798616647720337,4.578125,218.3164063,1.5532171726226807,5.4140625,0.081978932,138,274.1428527832031,0,1024.142822265625,39,7
79,DQN,Scalar,SingleObjective_RDX,6,10,10,0,Action 6 was executed; the highest-Q action (action 10) was not chosen (possible cause: exploration or policy not converged). Q-value of action 6 vs highest-Q action (action 10): -63.1262. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.061658095,-2.490274817,-18.08978235,-25.16180801,37.96442794799805,-63.12623596,-49.92652512,15.717419624328613,-40.08730698,10.181229591369629,29.01681137084961,-10.11618614,-25.16180801,-14.4858942,-7.736207485,37.79801559448242,37.96442794799805,-10.10210419,22,188.5,18,102.625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798616647720337,4.578125,221.1152344,1.5528231859207153,5.4140625,0.081978932,138,274,0,1024.142822265625,39,7
80,DQN,Scalar,SingleObjective_RDX,6,9,9,0,Action 6 was executed; the highest-Q action (action 9) was not chosen (possible cause: exploration or policy not converged). Q-value of action 6 vs highest-Q action (action 9): -60.6050. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-20.06165809,-20.06892497,-39.59076325,-23.8070488,36.79794692993164,-60.60499573,-49.63431549,17.17571258544922,-41.44078445,10.459151268005371,28.96278953552246,-9.658760071,-23.8070488,-13.7685461,-6.447249889,36.79794692993164,34.70610427856445,-13.59227276,30,200.625,10,90.375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798616647720337,4.578125,223.9140625,1.5799723863601685,5.4140625,0.081978932,138,274,0,1024,38,7
81,DQN,Scalar,SingleObjective_RDX,6,9,9,0,Action 6 was executed; the highest-Q action (action 9) was not chosen (possible cause: exploration or policy not converged). Q-value of action 6 vs highest-Q action (action 9): -60.6065. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-20.06165809,-20.07210027,-39.59174419,-23.79986382,36.80659103393555,-60.60645294,-49.49477768,16.975893020629883,-41.07143021,10.301715850830078,29.021921157836914,-9.709655762,-23.79986382,-13.45298672,-6.580449581,36.80659103393555,34.63131332397461,-13.31909561,30,200.625,10,90.375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798616647720337,4.578125,226.7128906,0.009266989,0.01272583,0.081978932,138,274,0,1024,38,7
82,DQN,Scalar,SingleObjective_RDX,0,9,9,0,Action 0 was executed; the highest-Q action (action 9) was not chosen (possible cause: exploration or policy not converged). Q-value of action 0 vs highest-Q action (action 9): -86.2823. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-10,-10.11836575,-29.59272518,-49.54691696,36.735408782958984,-86.28232574,-49.54691696,16.75,-40.97675705,10.353046417236328,28.97057533,-9.899433136,-23.95768929,-13.20821571,-6.841882229,36.735408782958984,34.759708404541016,-12.98117447,30,200.625,10,90.375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7988955974578857,4.578125,229.5117188,0.009709494,0.012924194,0.081978932,138,274,0,1024,38,7
83,DQN,Scalar,SingleObjective_RDX,4,9,9,0,Action 4 was executed; the highest-Q action (action 9) was not chosen (possible cause: exploration or policy not converged). Q-value of action 4 vs highest-Q action (action 9): -7.7396. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.061658095,-0.072697447,-18.09370622,28.886676788330078,36.626319885253906,-7.739643097,-49.71765518,16.523052215576172,-40.85172272,10.517034530639648,28.886676788330078,-10.17828941,-24.13415718,-12.92491627,-7.083629131,36.626319885253906,34.990989685058594,-12.59880733,30,200.625,12,92.4375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7988955974578857,4.578125,232.3105469,0.017136165872216225,0.062927246,0.081978932,138,274,0,1024,38,7
84,DQN,Scalar,SingleObjective_RDX,6,10,10,0,Action 6 was executed; the highest-Q action (action 10) was not chosen (possible cause: exploration or policy not converged). Q-value of action 6 vs highest-Q action (action 10): -63.6884. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.119734256,-0.074260903,-18.0946873,-25.01736259,38.67104721069336,-63.6884079,-49.44202423,15.640888214111328,-40.98865128,8.713072776794434,29.472890853881836,-9.092684746,-25.01736259,-14.35954285,-7.651041508,38.11363220214844,38.67104721069336,-11.02828884,30,200.625,10,90.375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7988955974578857,4.578125,235.109375,0.009792873,0.014190674,0.081978932,138,274,0,1023.8571166992188,39,7
85,DQN,Scalar,SingleObjective_RDX,11,9,9,0,Action 11 was executed; the highest-Q action (action 9) was not chosen (possible cause: exploration or policy not converged). Q-value of action 11 vs highest-Q action (action 9): -50.5738. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.227236725,-0.074393353,-18.09383303,-12.77557755,37.798240661621094,-50.57381821,-49.44924927,16.528926849365234,-41.66554642,9.152919769,29.14973258972168,-8.737148285,-24.34564209,-14.81139755,-6.612240791,37.798240661621094,37.017730712890625,-12.77557755,30,200.625,8,88.3125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7991747856140137,4.578125,237.9082031,0.0100114,0.014556885,0.081978932,138,274,0,1023.7142944335938,39,7
86,DQN,Scalar,SingleObjective_RDX,2,9,9,0,Action 2 was executed; the highest-Q action (action 9) was not chosen (possible cause: exploration or policy not converged). Q-value of action 2 vs highest-Q action (action 9): -80.5396. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.227236725,-1.876108897,-18.09147106,-42.69738007,37.84223937988281,-80.53961945,-48.704422,17.57086181640625,-42.69738007,10.088101387023926,32.062347412109375,-10.18138409,-25.02429199,-16.05248642,-7.17698431,37.84223937988281,36.72673797607422,-11.43416977,30,200.625,8,88.3125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7991747856140137,4.578125,240.7070313,0.010029928758740425,0.015701294,0.081978932,138,273.8571472167969,0,1023.7142944335938,40,7
87,DQN,Scalar,SingleObjective_RDX,7,9,9,0,Action 7 was executed; the highest-Q action (action 9) was not chosen (possible cause: exploration or policy not converged). Q-value of action 7 vs highest-Q action (action 9): -49.7108. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.277221052,-1.87554925,-18.08855099,-14.44814014,35.26262664794922,-49.71076584,-49.21455765,16.258922576904297,-43.12163544,10.403032302856445,31.28990364074707,-11.10350418,-24.87134171,-14.44814014,-6.560878277,35.26262664794922,35.12259292602539,-14.1123867,30,200.625,8,88.3125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7988955974578857,4.578125,243.5058594,0.7888325452804565,5.40625,0.081978932,138,273.8571472167969,0,1023.5714111328125,40,7
88,DQN,Scalar,SingleObjective_RDX,9,10,10,0,Action 9 was executed; the highest-Q action (action 10) was not chosen (possible cause: exploration or policy not converged). Q-value of action 9 vs highest-Q action (action 10): -1.5413. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.227236725,-1.868215571,-18.08719202,35.56774139404297,37.109073638916016,-1.541332245,-48.50718307,16.371715545654297,-42.17148209,9.786185264587402,31.47755241394043,-10.93545723,-25.4224987,-14.16899014,-6.43001318,35.56774139404297,37.109073638916016,-11.74719715,26,192.5,10,90.375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7988955974578857,4.578125,246.3046875,0.7885211110115051,5.40625,0.081978932,138,273.71429443359375,0,1023.5714111328125,40,7
89,DQN,Scalar,SingleObjective_RDX,11,9,9,0,Action 11 was executed; the highest-Q action (action 9) was not chosen (possible cause: exploration or policy not converged). Q-value of action 11 vs highest-Q action (action 9): -41.3892. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.175236786,-1.903366523,-18.08725518,-7.267450333,34.12177658081055,-41.38922882,-48.73538208,16.964323043823242,-41.64708328,15.04564094543457,28.279064178466797,-10.94301701,-24.44328499,-12.55546093,-10.34087181,34.12177658081055,31.829208374023438,-7.267450333,22,184.375,14,98.5,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798616647720337,4.578125,249.1035156,0.7814745306968689,5.40625,0.081978932,138,273.5714416503906,0,1023.5714111328125,39,7
90,DQN,Scalar,SingleObjective_RDX,2,9,9,0,Action 2 was executed; the highest-Q action (action 9) was not chosen (possible cause: exploration or policy not converged). Q-value of action 2 vs highest-Q action (action 9): -75.3158. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.227236725,-2.278348744,-18.0875676,-40.09070206,35.22513961791992,-75.31584167,-49.19973373,17.031421661376953,-40.09070206,14.990779876708984,27.827974319458008,-10.8065176,-23.73043442,-12.55748844,-10.29608154,35.22513961791992,31.769773483276367,-7.335072041,22,184.375,20,108.625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798616647720337,4.578125,251.9023438,0.814982533,5.40625,0.081978932,138,273.4285583496094,0,1023.5714111328125,38,7
91,DQN,Scalar,SingleObjective_RDX,8,9,9,0,Action 8 was executed; the highest-Q action (action 9) was not chosen (possible cause: exploration or policy not converged). Q-value of action 8 vs highest-Q action (action 9): -44.2334. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.324296007,-2.474372755,-18.08763078,-10.66620064,33.56719207763672,-44.23339081,-48.53715515,16.453083038330078,-42.13924408,15.045894622802734,32.17536926269531,-13.29702377,-25.01008606,-14.97570133,-10.66620064,33.56719207763672,32.67300033569336,-7.166015148,22,184.375,18,106.5625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798616647720337,4.578125,254.7011719,1.2507106065750122,5.41015625,0.081978932,138,273.4285583496094,0,1023.4285888671875,38,7
92,DQN,Scalar,SingleObjective_RDX,3,10,10,0,Action 3 was executed; the highest-Q action (action 10) was not chosen (possible cause: exploration or policy not converged). Q-value of action 3 vs highest-Q action (action 10): -21.7797. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.276665805,-2.478332438,-18.08861158,13.497711181640625,35.27745056152344,-21.77973938,-48.14225769,17.125600814819336,-41.90324783,13.497711181640625,32.26850509643555,-12.17899895,-25.45291901,-15.05240345,-9.134578705,35.0002327,35.27745056152344,-6.936565876,18,176.25,18,106.5625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7988955974578857,4.578125,257.5,1.5527139902114868,5.41015625,0.081978932,138,273.4285583496094,0,1023.2857055664062,37,7
93,DQN,Scalar,SingleObjective_RDX,5,10,10,0,Action 5 was executed; the highest-Q action (action 10) was not chosen (possible cause: exploration or policy not converged). Q-value of action 5 vs highest-Q action (action 10): -48.5799. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.276665805,-2.478411792,-18.08959242,-11.16273308,37.41714096069336,-48.57987213,-48.80702972,16.14784049987793,-41.27903748,11.879128456115723,31.30931854248047,-11.16273308,-25.44741631,-15.40578842,-9.404850006,36.531131744384766,37.41714096069336,-7.497252464,20,182.375,18,106.5625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7988955974578857,4.578125,260.2988281,1.5595868825912476,5.40625,0.081978932,138,273.28570556640625,0,1023.2857055664062,38,7
94,DQN,Scalar,SingleObjective_RDX,0,9,9,0,Action 0 was executed; the highest-Q action (action 9) was not chosen (possible cause: exploration or policy not converged). Q-value of action 0 vs highest-Q action (action 9): -86.4517. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-10.17523679,-12.4898573,-29.59057331,-49.30054092,37.15113449,-86.45167542,-49.30054092,17.020078659057617,-40.89807892,11.508272171020508,30.20052146911621,-10.35339928,-24.59587288,-15.27997303,-7.735934734,37.15113449,36.68012619018555,-9.600865364,18,180.375,20,108.625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7988955974578857,4.578125,263.0976563,1.559743881225586,5.40625,0.081978932,138,273.1428527832031,0,1023.2857055664062,38,7
95,DQN,Scalar,SingleObjective_RDX,8,9,9,0,Action 8 was executed; the highest-Q action (action 9) was not chosen (possible cause: exploration or policy not converged). Q-value of action 8 vs highest-Q action (action 9): -43.4287. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.227820099,-1.896488892,-18.09063663,-6.892148495,36.536529541015625,-43.42867661,-49.51038742,16.796348571777344,-39.54825974,11.546258926391602,29.32181167602539,-10.85880947,-24.08939552,-13.96028423,-6.892148495,36.536529541015625,36.10514831542969,-10.84916115,16,178.375,24,112.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7988955974578857,4.578125,265.8964844,1.5792105197906494,5.40625,0.081978932,138,273.1428527832031,0,1023.2857055664062,38,7
96,DQN,Scalar,SingleObjective_RDX,0,10,10,0,Action 0 was executed; the highest-Q action (action 10) was not chosen (possible cause: exploration or policy not converged). Q-value of action 0 vs highest-Q action (action 10): -86.8799. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-10,-11.87574782,-29.59161757,-48.96682739,37.91307449,-86.87989807,-48.96682739,16.261573791503906,-38.84383774,10.889045715332031,28.974529266357422,-11.30535221,-24.27755356,-13.58897495,-6.741343021,36.452980041503906,37.91307449,-9.3670578,12,170.25,26,114.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7988955974578857,4.578125,268.6953125,0.8082335591316223,5.40625,0.081978932,138,273.1428527832031,0,1023.1428833007812,37,7
97,DQN,Scalar,SingleObjective_RDX,4,9,9,0,Action 4 was executed; the highest-Q action (action 9) was not chosen (possible cause: exploration or policy not converged). Q-value of action 4 vs highest-Q action (action 9): -8.2705. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.061658095,-0.074447886,-18.09259855,28.05780601501465,36.32832336425781,-8.270517349,-49.73731232,16.339313507080078,-39.4195137,11.153799057006836,28.05780601501465,-10.38496399,-23.97195435,-12.74304295,-6.866911411,36.32832336425781,35.714176177978516,-11.50315094,20,186.5,22,106.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7988955974578857,4.578125,271.4941406,0.7886592149734497,5.40625,0.081978932,138,273.1428527832031,0,1023.1428833007812,38,7
98,DQN,Scalar,SingleObjective_RDX,5,10,10,0,Action 5 was executed; the highest-Q action (action 10) was not chosen (possible cause: exploration or policy not converged). Q-value of action 5 vs highest-Q action (action 10): -47.2887. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.061658095,-0.120155166,-18.09357958,-9.769423485,37.519290924072266,-47.28871536,-49.57815552,15.872847557067871,-39.20072556,10.320643424987793,28.125288009643555,-9.769423485,-24.35578728,-13.36960888,-6.982845306,37.10982131958008,37.519290924072266,-10.64074421,18,184.5,22,106.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7988955974578857,4.578125,274.2929688,0.010037558153271675,0.015419006,0.081978932,138,273.1428527832031,0,1023,39,7
99,DQN,Scalar,SingleObjective_RDX,8,9,9,0,Action 8 was executed; the highest-Q action (action 9) was not chosen (possible cause: exploration or policy not converged). Q-value of action 8 vs highest-Q action (action 9): -42.8500. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.120383817,-0.234432587,-18.09364304,-6.540215015,36.309818267822266,-42.85003281,-49.70069885,16.496028900146484,-39.6518898,11.125831604003906,27.91524314880371,-10.08099174,-23.75017738,-13.13941669,-6.540215015,36.309818267822266,35.40571594238281,-12.04175377,20,186.5,20,104.6875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7991747856140137,4.578125,277.0917969,0.017488752,0.053100586,0.081978932,138,273,0,1023,39,7
