step,algo,q_type,exp_type,env_action,reference_action,alt_action,match,summary,reward_resource,reward_network,reward_security,best_q,alt_q,delta,feat_vim0_cpu,feat_vim0_ram,feat_vim1_cpu,feat_vim1_ram,feat_max_apt_score,feat_mean_apt_score,feat_max_dataleak_score,feat_mean_dataleak_score,feat_max_dos_score,feat_mean_dos_score,feat_mean_security_penalty,feat_max_security_penalty,feat_security_penalty_cumul,feat_mean_network_penalty,feat_max_network_penalty,feat_mean_mtd_overhead,feat_min_remaining_mig,feat_mean_remaining_mig,feat_min_remaining_reinst,feat_mean_remaining_reinst,feat_steps_since_last_mtd,feat_total_ues,feat_nb_resources
506,DQN,Scalar,SingleObjective_RDX,6,6,4,1,Action 6 was executed and is the highest-Q action (action 6). Q-value vs next-best action 4: +4.0803. [DQN: single-objective algorithm. Reward decomposition not applicable.],-20.061658094951998,-20.092759578989032,-39.66644698366569,79.38980865478516,75.3094711303711,4.0803375244140625,20.0,186.5,20.0,105.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8094983100891113,4.58984375,1417.412109375,0.012258256785571575,0.03350830078125,0.0819789320230484,117.0,256.5714416503906,0.0,1005.7142944335938,1.0,53.0,7.0
507,DQN,Scalar,SingleObjective_RDX,6,6,4,1,Action 6 was executed and is the highest-Q action (action 6). Q-value vs next-best action 4: +4.4046. [DQN: single-objective algorithm. Reward decomposition not applicable.],-20.061658094951998,-20.09277870100348,-39.66743148173132,79.24659729003906,74.8420181274414,4.404579162597656,20.0,186.5,20.0,105.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8094983100891113,4.58984375,1420.22265625,0.012623106129467487,0.034454345703125,0.0819789320230484,117.0,256.5714416503906,0.0,1005.7142944335938,2.0,54.0,7.0
508,DQN,Scalar,SingleObjective_RDX,6,6,4,1,Action 6 was executed and is the highest-Q action (action 6). Q-value vs next-best action 4: +4.7297. [DQN: single-objective algorithm. Reward decomposition not applicable.],-20.0,-20.136266387174878,-39.66841602601384,79.1015853881836,74.37189483642578,4.7296905517578125,20.0,186.5,20.0,105.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8097774982452393,4.58984375,1423.033203125,0.012625830247998238,0.0311126708984375,0.0819789320230484,117.0,256.5714416503906,0.0,1005.7142944335938,3.0,54.0,7.0
509,DQN,Scalar,SingleObjective_RDX,6,6,4,1,Action 6 was executed and is the highest-Q action (action 6). Q-value vs next-best action 4: +4.6303. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.061658094951997804,-0.09049486051163776,-18.16940061651463,78.6690902709961,74.03876495361328,4.6303253173828125,20.0,186.5,22.0,107.0625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8097774982452393,4.58984375,1425.84375,0.020024707540869713,0.08203125,0.0819789320230484,117.0,256.5714416503906,0.0,1005.7142944335938,0.0,54.0,7.0
510,DQN,Scalar,SingleObjective_RDX,6,6,4,1,Action 6 was executed and is the highest-Q action (action 6). Q-value vs next-best action 4: +3.6362. [DQN: single-objective algorithm. Reward decomposition not applicable.],-20.061658094951998,-20.09747735216115,-39.67038525323508,79.13081359863281,75.49459838867188,3.6362152099609375,20.0,186.5,20.0,105.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8097774982452393,4.58984375,1428.654296875,0.012300764210522175,0.0306549072265625,0.0819789320230484,117.0,256.5714416503906,0.0,1005.5714111328125,1.0,54.0,7.0
511,DQN,Scalar,SingleObjective_RDX,6,6,4,1,Action 6 was executed and is the highest-Q action (action 6). Q-value vs next-best action 4: +3.9625. [DQN: single-objective algorithm. Reward decomposition not applicable.],-20.061658094951998,-20.091680505071956,-39.67136993617656,78.98912811279297,75.02662658691406,3.9625015258789062,20.0,186.5,20.0,105.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8097774982452393,4.58984375,1431.46484375,0.01329694502055645,0.033172607421875,0.0819789320230484,117.0,256.5714416503906,0.0,1005.5714111328125,2.0,55.0,7.0
512,DQN,Scalar,SingleObjective_RDX,6,6,4,1,Action 6 was executed and is the highest-Q action (action 6). Q-value vs next-best action 4: +4.2896. [DQN: single-objective algorithm. Reward decomposition not applicable.],-20.0,-20.133520902152018,-39.67235466534046,78.84558868408203,74.55597686767578,4.28961181640625,20.0,186.5,20.0,105.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8097774982452393,4.58984375,1434.275390625,0.012469427660107613,0.03204345703125,0.0819789320230484,117.0,256.5714416503906,0.0,1005.5714111328125,3.0,55.0,7.0
513,DQN,Scalar,SingleObjective_RDX,6,6,4,1,Action 6 was executed and is the highest-Q action (action 6). Q-value vs next-best action 4: +3.9847. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.061658094951997804,-0.09080337831426409,-18.17333944072814,78.5394287109375,74.55473327636719,3.9846954345703125,20.0,186.5,22.0,107.0625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.810335397720337,4.58984375,1437.0859375,0.0196206234395504,0.08233642578125,0.0819789320230484,117.0,256.5714416503906,0.0,1005.5714111328125,0.0,55.0,7.0
514,DQN,Scalar,SingleObjective_RDX,6,6,4,1,Action 6 was executed and is the highest-Q action (action 6). Q-value vs next-best action 4: +3.1174. [DQN: single-objective algorithm. Reward decomposition not applicable.],-20.061658094951998,-20.092457402621445,-39.67432426234099,78.95062255859375,75.83319091796875,3.117431640625,20.0,186.5,20.0,105.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.810335397720337,4.58984375,1439.896484375,0.012344633229076862,0.032318115234375,0.0819789320230484,117.0,256.5714416503906,0.0,1005.4285888671875,1.0,56.0,7.0
515,DQN,Scalar,SingleObjective_RDX,6,6,4,1,Action 6 was executed and is the highest-Q action (action 6). Q-value vs next-best action 4: +3.4546. [DQN: single-objective algorithm. Reward decomposition not applicable.],-20.061658094951998,-20.092302454008514,-39.67530913018038,78.82262420654297,75.3680648803711,3.454559326171875,20.0,186.5,20.0,105.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.810335397720337,4.58984375,1442.70703125,0.012580053880810738,0.03424072265625,0.0819789320230484,117.0,256.5714416503906,0.0,1005.4285888671875,2.0,55.0,7.0
516,DQN,Scalar,SingleObjective_RDX,6,6,4,1,Action 6 was executed and is the highest-Q action (action 6). Q-value vs next-best action 4: +3.7579. [DQN: single-objective algorithm. Reward decomposition not applicable.],-20.0,-20.13465497629395,-39.67629404424771,78.67796325683594,74.92001342773438,3.7579498291015625,20.0,186.5,20.0,105.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.810335397720337,4.58984375,1445.517578125,0.0125579833984375,0.033660888671875,0.0819789320230484,117.0,256.5714416503906,0.0,1005.4285888671875,3.0,55.0,7.0
517,DQN,Scalar,SingleObjective_RDX,6,6,4,1,Action 6 was executed and is the highest-Q action (action 6). Q-value vs next-best action 4: +3.5781. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.061658094951997804,-0.09446382593158975,-18.177279004544335,78.3964614868164,74.81832885742188,3.5781326293945312,20.0,186.5,22.0,107.0625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8108935356140137,4.58984375,1448.328125,0.019824709743261337,0.0850830078125,0.0819789320230484,117.0,256.5714416503906,0.0,1005.4285888671875,0.0,55.0,7.0
518,DQN,Scalar,SingleObjective_RDX,6,6,4,1,Action 6 was executed and is the highest-Q action (action 6). Q-value vs next-best action 4: +2.7151. [DQN: single-objective algorithm. Reward decomposition not applicable.],-20.061658094951998,-20.092378974842738,-39.67826401107165,78.80876922607422,76.09367370605469,2.7150955200195312,20.0,186.5,20.0,105.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8108935356140137,4.58984375,1451.138671875,0.012866156175732613,0.031707763671875,0.0819789320230484,117.0,256.5714416503906,0.0,1005.2857055664062,1.0,56.0,7.0
519,DQN,Scalar,SingleObjective_RDX,6,6,4,1,Action 6 was executed and is the highest-Q action (action 6). Q-value vs next-best action 4: +3.0315. [DQN: single-objective algorithm. Reward decomposition not applicable.],-20.061658094951998,-20.09770761521478,-39.679249063831016,78.65785217285156,75.62637329101562,3.0314788818359375,20.0,186.5,20.0,105.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8108935356140137,4.58984375,1453.951171875,0.012568882666528225,0.03314208984375,0.0819789320230484,117.0,256.5714416503906,0.0,1005.2857055664062,2.0,57.0,7.0
520,DQN,Scalar,SingleObjective_RDX,6,6,4,1,Action 6 was executed and is the highest-Q action (action 6). Q-value vs next-best action 4: +3.3220. [DQN: single-objective algorithm. Reward decomposition not applicable.],-20.0,-20.13662183380746,-39.68023416282382,78.51321411132812,75.19123840332031,3.3219757080078125,20.0,186.5,20.0,105.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8117306232452393,4.59375,1456.763671875,0.013329914771020412,0.035308837890625,0.0819789320230484,117.0,256.5714416503906,0.0,1005.2857055664062,3.0,57.0,7.0
521,DQN,Scalar,SingleObjective_RDX,6,6,4,1,Action 6 was executed and is the highest-Q action (action 6). Q-value vs next-best action 4: +3.0232. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.061658094951997804,-0.1021862324591233,-18.18121930805144,78.1398696899414,75.11665344238281,3.0232162475585938,20.0,186.5,22.0,107.0625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8117306232452393,4.59375,1459.576171875,0.020079204812645912,0.0821533203125,0.0819789320230484,117.0,256.5714416503906,0.0,1005.2857055664062,0.0,57.0,7.0
522,DQN,Scalar,SingleObjective_RDX,6,6,4,1,Action 6 was executed and is the highest-Q action (action 6). Q-value vs next-best action 4: +2.0042. [DQN: single-objective algorithm. Reward decomposition not applicable.],-20.061658094951998,-20.09782367814247,-39.68220449951526,78.60594940185547,76.60171508789062,2.0042343139648438,20.0,186.5,20.0,105.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8117306232452393,4.59375,1462.388671875,0.013972691260278225,0.038482666015625,0.0819789320230484,117.0,256.5714416503906,0.0,1005.1428833007812,1.0,59.0,7.0
523,DQN,Scalar,SingleObjective_RDX,6,6,4,1,Action 6 was executed and is the highest-Q action (action 6). Q-value vs next-best action 4: +2.3303. [DQN: single-objective algorithm. Reward decomposition not applicable.],-20.061658094951998,-20.097460223038446,-39.683189737216644,78.47075653076172,76.14041137695312,2.3303451538085938,20.0,186.5,20.0,105.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.812009572982788,4.59375,1465.201171875,0.013346536085009575,0.036224365234375,0.0819789320230484,117.0,256.5714416503906,0.0,1005.1428833007812,2.0,59.0,7.0
524,DQN,Scalar,SingleObjective_RDX,6,6,4,1,Action 6 was executed and is the highest-Q action (action 6). Q-value vs next-best action 4: +2.6265. [DQN: single-objective algorithm. Reward decomposition not applicable.],-20.0,-20.139611167539012,-39.68417502115698,78.32796478271484,75.70144653320312,2.6265182495117188,20.0,186.5,20.0,105.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.812288522720337,4.59375,1468.013671875,0.013294492848217487,0.036376953125,0.0819789320230484,117.0,256.5714416503906,0.0,1005.1428833007812,3.0,59.0,7.0
525,DQN,Scalar,SingleObjective_RDX,6,6,4,1,Action 6 was executed and is the highest-Q action (action 6). Q-value vs next-best action 4: +2.7271. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.061658094951997804,-0.10075123444929715,-18.185160351337647,78.02684783935547,75.29974365234375,2.7271041870117188,20.0,186.5,22.0,107.0625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.812288522720337,4.59375,1470.826171875,0.020575659349560738,0.0860595703125,0.0819789320230484,117.0,256.5714416503906,0.0,1005.1428833007812,0.0,60.0,7.0
526,DQN,Scalar,SingleObjective_RDX,6,6,4,1,Action 6 was executed and is the highest-Q action (action 6). Q-value vs next-best action 4: +1.8111. [DQN: single-objective algorithm. Reward decomposition not applicable.],-20.061658094951998,-20.104441667132114,-39.68614572776002,78.45417022705078,76.64305114746094,1.8111190795898438,20.0,186.5,20.0,105.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.812288522720337,4.59375,1473.638671875,0.013766424730420113,0.03753662109375,0.0819789320230484,117.0,256.5714416503906,0.0,1005.0,1.0,61.0,7.0
527,DQN,Scalar,SingleObjective_RDX,6,6,4,1,Action 6 was executed and is the highest-Q action (action 6). Q-value vs next-best action 4: +2.1360. [DQN: single-objective algorithm. Reward decomposition not applicable.],-20.061658094951998,-20.10679573782758,-39.68713115042547,78.31722259521484,76.18123626708984,2.135986328125,20.0,186.5,20.0,105.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.812288522720337,4.59375,1476.451171875,0.0142974853515625,0.041961669921875,0.0819789320230484,117.0,256.5714416503906,0.0,1005.0,2.0,62.0,7.0
528,DQN,Scalar,SingleObjective_RDX,6,6,4,1,Action 6 was executed and is the highest-Q action (action 6). Q-value vs next-best action 4: +2.4020. [DQN: single-objective algorithm. Reward decomposition not applicable.],-20.0,-20.138984437092475,-39.68811661933539,78.15937042236328,75.75735473632812,2.4020156860351562,20.0,186.5,20.0,105.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.812288522720337,4.59375,1479.263671875,0.014637266285717487,0.042510986328125,0.0819789320230484,117.0,256.5714416503906,0.0,1005.0,3.0,63.0,7.0
529,DQN,Scalar,SingleObjective_RDX,6,6,4,1,Action 6 was executed and is the highest-Q action (action 6). Q-value vs next-best action 4: +2.2804. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.061658094951997804,-0.09747544893978258,-18.189102134491144,77.58021545410156,75.29977416992188,2.2804412841796875,20.0,186.5,22.0,107.0625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.812288522720337,4.59375,1482.076171875,0.020487649366259575,0.08648681640625,0.0819789320230484,117.0,256.5714416503906,0.0,1005.0,0.0,62.0,7.0
530,DQN,Scalar,SingleObjective_RDX,6,6,4,1,Action 6 was executed and is the highest-Q action (action 6). Q-value vs next-best action 4: +1.3093. [DQN: single-objective algorithm. Reward decomposition not applicable.],-20.061658094951998,-20.100531158370384,-39.690087695894114,78.060302734375,76.75099182128906,1.3093109130859375,20.0,186.5,20.0,105.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.812288522720337,4.59375,1484.888671875,0.013296672143042088,0.035736083984375,0.0819789320230484,117.0,256.5714416503906,0.0,1004.8571166992188,1.0,61.0,7.0
531,DQN,Scalar,SingleObjective_RDX,6,6,4,1,Action 6 was executed and is the highest-Q action (action 6). Q-value vs next-best action 4: +1.6464. [DQN: single-objective algorithm. Reward decomposition not applicable.],-20.061658094951998,-20.09910518246562,-39.691073303545686,77.92263793945312,76.27627563476562,1.6463623046875,20.0,186.5,20.0,105.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8125674724578857,4.59375,1487.701171875,0.013734817504882812,0.04095458984375,0.0819789320230484,117.0,256.5714416503906,0.0,1004.8571166992188,2.0,60.0,7.0
532,DQN,Scalar,SingleObjective_RDX,6,6,4,1,Action 6 was executed and is the highest-Q action (action 6). Q-value vs next-best action 4: +1.9188. [DQN: single-objective algorithm. Reward decomposition not applicable.],-20.0,-20.13512130979118,-39.69205895744722,77.78253173828125,75.8637466430664,1.9187850952148438,20.0,186.5,20.0,105.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8125674724578857,4.59375,1490.513671875,0.013530186377465725,0.03460693359375,0.0819789320230484,117.0,256.5714416503906,0.0,1004.8571166992188,3.0,61.0,7.0
533,DQN,Scalar,SingleObjective_RDX,6,6,10,1,Action 6 was executed and is the highest-Q action (action 6). Q-value vs next-best action 10: +1.5234. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.061658094951997804,-0.09916788459039041,-18.193044657600108,76.97933959960938,75.4559555053711,1.5233840942382812,20.0,186.5,22.0,107.0625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8125674724578857,4.59375,1493.326171875,0.019888469949364662,0.08465576171875,0.0819789320230484,117.0,256.5714416503906,0.0,1004.8571166992188,0.0,61.0,7.0
534,DQN,Scalar,SingleObjective_RDX,6,6,4,1,Action 6 was executed and is the highest-Q action (action 6). Q-value vs next-best action 4: +0.7142. [DQN: single-objective algorithm. Reward decomposition not applicable.],-20.061658094951998,-20.099777600222964,-39.69403040400572,77.44851684570312,76.7342758178711,0.7142410278320312,20.0,186.5,20.0,105.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8134045600891113,4.59375,1496.138671875,0.013539178296923637,0.035797119140625,0.0819789320230484,117.0,256.5714416503906,0.0,1004.7142944335938,1.0,61.0,7.0
535,DQN,Scalar,SingleObjective_RDX,6,6,4,1,Action 6 was executed and is the highest-Q action (action 6). Q-value vs next-best action 4: +1.0315. [DQN: single-objective algorithm. Reward decomposition not applicable.],-20.061658094951998,-20.098635741678113,-39.695016196665435,77.31340789794922,76.2818832397461,1.031524658203125,20.0,186.5,20.0,105.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8134045600891113,4.59375,1498.953125,0.01362664345651865,0.037811279296875,0.0819789320230484,117.0,256.5714416503906,0.0,1004.7142944335938,2.0,61.0,7.0
536,DQN,Scalar,SingleObjective_RDX,6,6,4,1,Action 6 was executed and is the highest-Q action (action 6). Q-value vs next-best action 4: +1.3071. [DQN: single-objective algorithm. Reward decomposition not applicable.],-20.0,-20.14073786265361,-39.69600203558064,77.1743392944336,75.86727142333984,1.30706787109375,20.0,186.5,20.0,105.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8136837482452393,4.59375,1501.767578125,0.013462884351611137,0.036956787109375,0.0819789320230484,117.0,256.5714416503906,0.0,1004.7142944335938,3.0,61.0,7.0
537,DQN,Scalar,SingleObjective_RDX,6,6,10,1,Action 6 was executed and is the highest-Q action (action 6). Q-value vs next-best action 10: +0.4707. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.061658094951997804,-0.10230745894064562,-18.196987920752697,76.24370574951172,75.77302551269531,0.47068023681640625,20.0,186.5,22.0,107.0625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.814241647720337,4.59765625,1504.58203125,0.020759854465723038,0.0872802734375,0.0819789320230484,117.0,256.5714416503906,0.0,1004.7142944335938,0.0,61.0,7.0
538,DQN,Scalar,SingleObjective_RDX,6,6,4,1,Action 6 was executed and is the highest-Q action (action 6). Q-value vs next-best action 4: +0.0202. [DQN: single-objective algorithm. Reward decomposition not applicable.],-20.061658094951998,-20.09579920843698,-39.697973852183,76.70389556884766,76.68364715576172,0.0202484130859375,20.0,186.5,20.0,105.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.814241647720337,4.59765625,1507.396484375,0.013990129344165325,0.03857421875,0.0819789320230484,117.0,256.5714416503906,0.0,1004.5714111328125,1.0,60.0,7.0
539,DQN,Scalar,SingleObjective_RDX,6,6,4,1,Action 6 was executed and is the highest-Q action (action 6). Q-value vs next-best action 4: +0.3141. [DQN: single-objective algorithm. Reward decomposition not applicable.],-20.061658094951998,-20.102576377732063,-39.698959829872905,76.5698013305664,76.25569915771484,0.3141021728515625,20.0,186.5,20.0,105.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.814241647720337,4.59765625,1510.2109375,0.013056891039013863,0.03564453125,0.0819789320230484,117.0,256.5714416503906,0.0,1004.5714111328125,2.0,60.0,7.0
540,DQN,Scalar,SingleObjective_RDX,6,6,4,1,Action 6 was executed and is the highest-Q action (action 6). Q-value vs next-best action 4: +0.5928. [DQN: single-objective algorithm. Reward decomposition not applicable.],-20.0,-20.138155826707628,-39.6999458538238,76.4343032836914,75.84154510498047,0.5927581787109375,20.0,186.5,20.0,105.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.814241647720337,4.59765625,1513.025390625,0.0140288220718503,0.037994384765625,0.0819789320230484,117.0,256.5714416503906,0.0,1004.5714111328125,3.0,60.0,7.0
541,DQN,Scalar,SingleObjective_RDX,0,10,10,0,Action 0 was executed; the highest-Q action (action 10) was not chosen (possible cause: exploration or policy not converged). Q-value of action 0 vs highest-Q action (action 10): -7.0946. [DQN: single-objective algorithm. Reward decomposition not applicable.],-10.0,-10.095459808779362,-29.700931924037068,69.0563735961914,76.1510009765625,-7.094627380371094,20.0,186.5,22.0,107.0625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.814241647720337,4.59765625,1515.83984375,0.02037593349814415,0.08740234375,0.0819789320230484,117.0,256.5714416503906,0.0,1004.5714111328125,4.0,60.0,7.0
542,DQN,Scalar,SingleObjective_RDX,10,10,6,1,Action 10 was executed and is the highest-Q action (action 10). Q-value vs next-best action 6: +0.3086. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.061658094951997804,-0.09957820143984351,-18.17971076969185,76.1513671875,75.84276580810547,0.30860137939453125,20.0,186.5,22.0,107.0625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.814241647720337,4.59765625,1518.650390625,0.013008390553295612,0.0372314453125,0.0819789320230484,117.0,256.5714416503906,0.0,1004.5714111328125,0.0,60.0,7.0
543,DQN,Scalar,SingleObjective_RDX,6,6,10,1,Action 6 was executed and is the highest-Q action (action 6). Q-value vs next-best action 10: +0.2707. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.061658094951997804,-1.8720623934273255,-18.180695889461795,75.42974090576172,75.1590805053711,0.270660400390625,20.0,186.5,22.0,107.0625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8114514350891113,4.59765625,1521.4609375,0.013598033227026463,0.03790283203125,0.0819789320230484,116.0,256.4285583496094,0.0,1004.5714111328125,0.0,62.0,7.0
544,DQN,Scalar,SingleObjective_RDX,4,4,6,1,Action 4 was executed and is the highest-Q action (action 4). Q-value vs next-best action 6: +0.1757. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.11973425578764521,-0.10205930773900325,-18.18168105546707,76.54715728759766,76.37149810791016,0.1756591796875,22.0,188.5,18.0,102.9375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8114514350891113,4.59765625,1524.271484375,0.7850208282470703,5.4296875,0.0819789320230484,116.0,256.4285583496094,0.0,1004.4285888671875,0.0,61.0,7.0
545,DQN,Scalar,SingleObjective_RDX,1,1,4,1,Action 1 was executed and is the highest-Q action (action 1). Q-value vs next-best action 4: +0.3319. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.17462190577792255,-0.10121778730806004,-18.165583783695247,75.28278350830078,74.9509048461914,0.331878662109375,22.0,188.5,16.0,100.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8114514350891113,4.59765625,1527.080078125,0.013954435475170612,0.039215087890625,0.0819789320230484,116.0,256.4285583496094,0.0,1004.2857055664062,0.0,62.0,7.0
546,DQN,Scalar,SingleObjective_RDX,1,1,6,1,Action 1 was executed and is the highest-Q action (action 1). Q-value vs next-best action 6: +1.2394. [DQN: single-objective algorithm. Reward decomposition not applicable.],-20.061658094951998,-20.296146296491905,-39.6665682397806,76.19482421875,74.95538330078125,1.23944091796875,22.0,188.5,14.0,98.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8092193603515625,4.59765625,1529.888671875,0.013833454810082912,0.036865234375,0.0819789320230484,116.0,256.28570556640625,0.0,1004.2857055664062,1.0,62.0,7.0
547,DQN,Scalar,SingleObjective_RDX,10,10,1,1,Action 10 was executed and is the highest-Q action (action 10). Q-value vs next-best action 1: +0.4491. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.061658094951997804,-0.14614903183448483,-18.16661425159566,75.75584411621094,75.30675506591797,0.44908905029296875,24.0,190.5,16.0,100.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8092193603515625,4.59765625,1532.697265625,0.04838044196367264,0.191650390625,0.0819789320230484,116.0,256.28570556640625,0.0,1004.2857055664062,0.0,61.0,7.0
548,DQN,Scalar,SingleObjective_RDX,4,4,6,1,Action 4 was executed and is the highest-Q action (action 4). Q-value vs next-best action 6: +0.0301. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.11973425578764521,-1.8730358223393828,-18.167598755994288,74.39924621582031,74.369140625,0.0301055908203125,24.0,190.5,18.0,102.9375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8092193603515625,4.59765625,1535.505859375,0.021129880100488663,0.053314208984375,0.0819789320230484,115.0,256.1428527832031,0.0,1004.2857055664062,0.0,61.0,7.0
549,DQN,Scalar,SingleObjective_RDX,6,6,1,1,Action 6 was executed and is the highest-Q action (action 6). Q-value vs next-best action 1: +0.1467. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.17462190577792255,-1.873025505994227,-18.168583306609825,73.59024810791016,73.44351196289062,0.14673614501953125,24.0,190.5,16.0,100.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8092193603515625,4.59765625,1538.314453125,0.7858431935310364,5.4296875,0.0819789320230484,115.0,256.1428527832031,0.0,1004.1428833007812,0.0,61.0,7.0
550,DQN,Scalar,SingleObjective_RDX,4,4,1,1,Action 4 was executed and is the highest-Q action (action 4). Q-value vs next-best action 1: +0.0649. [DQN: single-objective algorithm. Reward decomposition not applicable.],-20.174621905777922,-21.87285785046732,-39.669567903443664,75.0374984741211,74.97254943847656,0.06494903564453125,24.0,190.5,14.0,98.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8092193603515625,4.59765625,1541.125,0.7858344316482544,5.4296875,0.0819789320230484,115.0,256.1428527832031,0.0,1004.0,1.0,60.0,7.0
551,DQN,Scalar,SingleObjective_RDX,1,1,4,1,Action 1 was executed and is the highest-Q action (action 1). Q-value vs next-best action 4: +0.0536. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.17462190577792255,-1.8792891504260105,-18.169549959031748,75.04997253417969,74.99634552001953,0.05362701416015625,24.0,190.5,14.0,98.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8097774982452393,4.59765625,1543.935546875,0.7856927514076233,5.4296875,0.0819789320230484,115.0,256.1428527832031,0.0,1004.0,0.0,60.0,7.0
552,DQN,Scalar,SingleObjective_RDX,1,1,4,1,Action 1 was executed and is the highest-Q action (action 1). Q-value vs next-best action 4: +1.4286. [DQN: single-objective algorithm. Reward decomposition not applicable.],-20.061658094951998,-21.879037246141316,-39.67053460117439,76.67261505126953,75.24398803710938,1.4286270141601562,22.0,188.5,16.0,100.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8097774982452393,4.59765625,1546.74609375,0.7918373942375183,5.4296875,0.0819789320230484,115.0,256.0,0.0,1004.0,1.0,60.0,7.0
